







"SEN","02/11/2025","1","2182.1987","0.1903","2.0252","523.8229","23542.824","306.8885","374.3904","3390.2728","749.7092","1855.798","1093.5292"
"SEN","02/11/2025","2","2948.7157","0.3858","2.0356","627.775","22448.2296","211.0369","374.023","2688.4846","750.9121","1793.5488","1083.5054"
"SEN","02/11/2025","3","3038.2897","0.0074","2.0445","732.0342","21476.3885","191.0195","374.0407","2457.329","751.437","1719.3427","1081.0309"
"SEN","02/11/2025","4","2817.069","0.0095","1.9949","737.4659","21064.4477","189.6562","374.4284","2153.0446","752.3803","1721.6284","1072.4189"
"SEN","02/11/2025","5","2735.4804","0.0172","1.5229","738.7456","20748.2515","242.5664","374.5906","1916.7314","752.972","1732.3993","1100.7635"
"SEN","02/11/2025","6","2670.9645","0.0409","1.48","738.0432","20432.4238","391.8078","375.1588","1827.7997","753.3754","1728.2666","1112.9725"
"SEN","02/11/2025","7","2628.3852","41.0444","1.4253","738.2544","19968.014","461.0017","374.5009","1982.6214","753.6452","1488.7825","1118.5089"
"SEN","02/11/2025","8","2842.4473","1162.7638","1.7658","731.5558","18350.2095","400.8563","373.6","1838.1816","754.1613","1391.8721","1145.7269"
"SEN","02/11/2025","9","2997.4406","3708.2818","1.9299","690.3184","16410.5885","322.5723","372.7631","1326.9121","754.4267","1376.5808","1134.5373"
"SEN","02/11/2025","10","3130.9874","4383.1184","2.1646","729.648","15925.2453","279.0767","371.8651","1159.6867","754.1006","1384.4993","1105.4912"
"SEN","02/11/2025","11","2992.1228","4906.8447","2.2034","768.8621","15648.9953","246.6274","371.0906","1460.4541","754.2503","1381.6108","1108.7677"
"SEN","02/11/2025","12","3110.1725","5380.6911","2.2436","816.3992","15430.9246","252.5081","370.9325","1321.1365","754.284","1383.1941","1149.4377"
"SEN","02/11/2025","13","3096.0296","5355.107","2.2477","812.3945","15762.3831","262.5189","366.1504","1458.4349","753.7824","1385.5183","1179.2666"
"SEN","02/11/2025","14","3045.9128","5494.498","2.2478","813.5055","15879.4827","266.1052","368.68","1670.8047","753.6338","1383.5771","1234.9517"
"SEN","02/11/2025","15","2921.186","5553.1763","2.1979","819.9331","16413.0087","269.4004","369.8886","1851.8508","753.4744","1398.2404","1349.6617"
"SEN","02/11/2025","16","2803.6676","5486.562","1.0484","889.7351","16935.5379","299.5189","369.5818","2245.0269","753.3346","1515.7455","1394.7565"
"SEN","02/11/2025","17","2637.3012","4492.9927","2.1554","901.5316","18550.4905","500.0341","369.9328","2503.3444","753.7821","1627.4459","1475.944"
"SEN","02/11/2025","18","2524.1917","1529.0183","2.0703","901.2512","21440.6799","557.7386","370.5066","3548.4871","754.342","1721.2517","1573.997"
"SEN","02/11/2025","19","2495.0396","53.5898","1.973","902.247","23766.4912","561.2225","370.4436","4894.9274","755.3284","1725.2706","1616.2342"
"SEN","02/11/2025","20","2646.7414","15.4335","1.9347","899.4934","23909.9284","560.6303","371.4211","5370.5634","755.8802","1725.3697","1608.8471"
"SEN","02/11/2025","21","2660.6465","14.7423","1.9656","898.5755","24257.7082","567.2435","371.7816","5048.5726","756.2787","1698.3175","1490.1737"
"SEN","02/11/2025","22","2652.1533","9.2294","2.1009","898.0054","24527.1027","478.287","372.6882","4410.0879","756.8346","1689.9615","1421.1848"
"SEN","02/11/2025","23","2570.807","9.721","2.0381","898.3548","24466.4108","343.873","373.0713","3505.5298","756.9979","1690.1097","1342.2205"
"SEN","02/11/2025","24","2447.6391","2.0901","2.1057","897.9837","23562.1984","285.6129","373.8635","3197.365","757.1071","1692.5072","1310.7702"
"SEN","02/11/2025","25","6.6818","0","0","0","1118.337","0","149.4201","0","0","91.7384","63.9169"
